episode,path_length,accumulated_path_length
1,141.0111832038091,141.0111832038091
2,152.3420520228658,293.3532352266749
3,142.74499538369318,436.0982306103681
4,169.65698681658685,605.7552174269549
5,166.69869659451916,772.453914021474
6,160.11971662950825,932.5736306509823
7,157.30701506945937,1089.8806457204416
8,131.48814113429998,1221.3687868547415
9,140.6543297478885,1362.0231166026301
10,132.23027563646008,1494.2533922390903
11,157.06925451922416,1651.3226467583145
12,145.65504279459685,1796.9776895529112
13,160.46510296735937,1957.4427925202706
14,140.0555509079101,2097.4983434281808
15,167.94915779262996,2265.447501220811
16,139.86509306925583,2405.3125942900665
17,133.54255243149825,2538.855146721565
18,144.02022489048642,2682.8753716120514
19,192.0630659976593,2874.9384376097105
20,161.3846884079574,3036.323126017668
21,126.451385473729,3162.774511491397
22,139.1391086207703,3301.9136201121673
23,146.12245469787823,3448.0360748100456
24,151.5994031825734,3599.635477992619
25,151.27047476529995,3750.9059527579193
26,135.91362094737642,3886.8195737052956
27,157.81677584017632,4044.636349545472
28,141.2989007563206,4185.935250301793
29,158.94692684416341,4344.882177145956
30,137.29473734891147,4482.176914494868
31,139.04793913915015,4621.224853634018
32,147.66215364693684,4768.887007280954
33,144.66438111764842,4913.551388398602
34,146.67098520465578,5060.222373603258
35,171.25210010832603,5231.474473711584
36,135.21483828085073,5366.689311992435
37,165.85453841683795,5532.543850409274
38,159.52854460302026,5692.072395012294
39,164.08368150875566,5856.15607652105
40,146.69869867370582,6002.854775194755
41,143.07219877899357,6145.926973973749
42,153.5070240625038,6299.433998036253
43,158.23027437631637,6457.6642724125695
44,155.14915831009696,6612.813430722666
45,144.49645999273724,6757.3098907154035
46,144.82783197140728,6902.137722686811
47,130.36315654445713,7032.500879231268
48,146.89474065076814,7179.395619882036
49,138.1959569032218,7317.5915767852575
50,145.2241804575716,7462.815757242829
51,131.83666802807545,7594.652425270904
52,144.5496676944134,7739.202092965317
53,157.32316596776408,7896.525258933081
54,154.54865455873832,8051.073913491819
55,169.00011451547599,8220.074028007295
56,175.87363137737137,8395.947659384667
57,145.6378925003284,8541.585551884995
58,154.36874705522052,8695.954298940216
59,152.87880569556324,8848.83310463578
60,144.17098781554205,8993.004092451321
61,163.45942090830363,9156.463513359626
62,176.35475436652797,9332.818267726154
63,130.64255315437072,9463.460820880524
64,144.61484775609958,9608.075668636624
65,146.8432778346808,9754.918946471305
66,143.67220505781802,9898.591151529123
67,134.78225977261673,10033.37341130174
68,163.43393263480178,10196.807343936542
69,147.0923002723767,10343.89964420892
70,144.92001255284632,10488.819656761765
71,121.03838852375183,10609.858045285517
72,145.095749010691,10754.953794296207
73,156.08468924854307,10911.03848354475
74,140.25210217406078,11051.29058571881
75,148.72023324212728,11200.010818960938
76,117.02174146531775,11317.032560426256
77,163.38296783939077,11480.415528265647
78,182.83839077668472,11663.25391904233
79,176.7606399263123,11840.014558968644
80,144.8065163871023,11984.821075355745
81,192.45403212508106,12177.275107480826
82,147.26682384643684,12324.541931327263
83,159.8013440392505,12484.343275366513
84,144.4734257082881,12628.8167010748
85,164.6153497808728,12793.432050855674
86,157.23322109497053,12950.665271950644
87,165.22123224324832,13115.886504193892
88,154.26337613645373,13270.149880330346
89,143.90723772078218,13414.057118051129
90,133.38103139324932,13547.438149444379
91,164.76215689022013,13712.200306334598
92,174.21850185600596,13886.418808190605
93,150.54204545272702,14036.960853643332
94,157.21017395966803,14194.171027602999
95,134.15920237199072,14328.33022997499
96,160.10428908040674,14488.434519055398
97,162.59961742541745,14651.034136480816
98,150.94104324299275,14801.975179723808
99,135.12905578042339,14937.104235504232
100,171.23321205142378,15108.337447555656
